id,홍,태훈,수환,철승,result,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
07347.png,31,31,31,31,OK,,,,31.0
07348.png,39,39,39,39,OK,,,,39.0
07349.png,9,9,9,9,OK,,,,9.0
07350.png,15,15,15,15,OK,,,,15.0
07352.png,5,5,5,5,OK,,,,5.0
07353.png,38,38,38,38,OK,,,,38.0
07356.png,38,38,38,38,OK,,,,38.0
07357.png,11,11,11,11,OK,,,,11.0
07361.png,38,38,38,38,OK,,,,38.0
07363.png,8,8,8,8,OK,,,,8.0
07365.png,5,5,5,5,OK,,,,5.0
07366.png,14,14,14,14,OK,,,,14.0
07369.png,13,13,13,13,OK,,,,13.0
07370.png,38,38,38,38,OK,,,,38.0
07371.png,4,4,4,4,OK,,,,4.0
07372.png,31,31,31,31,OK,,,,31.0
07375.png,31,31,31,31,OK,,,,31.0
07377.png,5,5,5,5,OK,,,,5.0
07378.png,33,33,33,33,OK,,,,33.0
07379.png,5,5,5,5,OK,,,,5.0
07380.png,3,3,3,3,OK,,,,3.0
07381.png,38,38,38,38,OK,,,,38.0
07382.png,13,13,13,13,OK,,,,13.0
07384.png,13,13,13,13,OK,,,,13.0
07385.png,14,14,14,14,OK,,,,14.0
07386.png,13,13,13,13,OK,,,,13.0
07389.png,31,31,31,31,OK,,,,31.0
07390.png,11,11,11,11,OK,,,,11.0
07392.png,15,15,15,15,OK,,,,15.0
07393.png,10,10,10,10,OK,,,,10.0
07395.png,19,19,19,19,OK,,,,19.0
07398.png,7,7,7,7,OK,,,,7.0
07399.png,32,32,32,32,OK,,,,32.0
07401.png,10,10,10,10,OK,,,,10.0
07402.png,25,25,25,25,OK,,,,25.0
07403.png,9,9,9,9,OK,,,,9.0
07405.png,13,13,13,13,OK,,,,13.0
07406.png,21,21,21,21,OK,,,,21.0
07407.png,10,10,10,10,OK,,,,10.0
07411.png,37,37,37,37,OK,,,,37.0
07412.png,25,25,25,25,OK,,,,25.0
07413.png,5,5,5,5,OK,,,,5.0
07419.png,7,7,7,7,OK,,,,7.0
07421.png,8,8,8,8,OK,,,,8.0
07423.png,3,3,3,3,OK,,,,3.0
07426.png,8,8,8,8,OK,,,,8.0
07428.png,31,31,31,31,OK,,,,31.0
07433.png,13,13,13,13,OK,,,,13.0
07435.png,11,11,11,11,OK,,,,11.0
07436.png,8,8,8,8,OK,,,,8.0
07438.png,8,8,8,8,OK,,,,8.0
07440.png,3,3,3,3,OK,,,,3.0
07441.png,8,8,8,8,OK,,,,8.0
07444.png,25,25,25,25,OK,,,,25.0
07445.png,25,25,25,25,OK,,,,25.0
07447.png,8,8,8,8,OK,,,,8.0
07450.png,9,9,9,9,OK,,,,9.0
07451.png,7,7,7,7,OK,,,,7.0
07452.png,25,25,25,25,OK,,,,25.0
07453.png,7,7,7,7,OK,,,,7.0
07454.png,42,42,42,42,OK,,,,42.0
07456.png,4,4,4,4,OK,,,,4.0
07457.png,14,14,14,14,OK,,,,14.0
07458.png,14,14,14,14,OK,,,,14.0
07459.png,5,5,5,5,OK,,,,5.0
07460.png,41,41,41,41,OK,,,,41.0
07462.png,15,15,15,15,OK,,,,15.0
07463.png,7,7,7,7,OK,,,,7.0
07464.png,8,8,8,8,OK,,,,8.0
07465.png,14,14,14,14,OK,,,,14.0
07466.png,9,9,9,9,OK,,,,9.0
07467.png,20,20,20,20,OK,,,,20.0
07468.png,3,3,3,3,OK,,,,3.0
07470.png,3,3,3,3,OK,,,,3.0
07471.png,38,38,38,38,OK,,,,38.0
07472.png,13,13,13,13,OK,,,,13.0
07473.png,3,3,3,3,OK,,,,3.0
07475.png,10,10,10,10,OK,,,,10.0
07476.png,33,33,33,33,OK,,,,33.0
07477.png,7,7,7,7,OK,,,,7.0
07480.png,31,31,31,31,OK,,,,31.0
07481.png,33,33,33,33,OK,,,,33.0
07482.png,8,8,8,8,OK,,,,8.0
07484.png,9,9,9,9,OK,,,,9.0
07485.png,21,21,21,21,OK,,,,21.0
07486.png,13,13,13,13,OK,,,,13.0
07488.png,8,8,8,8,OK,,,,8.0
07489.png,33,33,33,33,OK,,,,33.0
07490.png,14,14,14,14,OK,,,,14.0
07492.png,10,10,10,10,OK,,,,10.0
07494.png,5,5,5,5,OK,,,,5.0
07496.png,13,13,13,13,OK,,,,13.0
07498.png,37,37,37,37,OK,,,,37.0
07499.png,4,4,4,4,OK,,,,4.0
07501.png,3,3,3,3,OK,,,,3.0
07502.png,8,8,8,8,OK,,,,8.0
07503.png,38,38,38,38,OK,,,,38.0
07504.png,42,42,42,42,OK,,,,42.0
07505.png,29,29,29,29,OK,,,,29.0
07510.png,5,5,5,5,OK,,,,5.0
07512.png,38,38,38,38,OK,,,,38.0
07513.png,8,8,8,8,OK,,,,8.0
07514.png,38,38,38,38,OK,,,,38.0
07515.png,13,13,13,13,OK,,,,13.0
07522.png,11,11,11,11,OK,,,,11.0
07523.png,10,10,10,10,OK,,,,10.0
07524.png,25,25,25,25,OK,,,,25.0
07526.png,5,5,5,5,OK,,,,5.0
07527.png,29,29,29,29,OK,,,,29.0
07528.png,31,31,31,31,OK,,,,31.0
07529.png,14,14,14,14,OK,,,,14.0
07531.png,38,38,38,38,OK,,,,38.0
07532.png,3,3,3,3,OK,,,,3.0
07534.png,14,14,14,14,OK,,,,14.0
07535.png,11,11,11,11,OK,,,,11.0
07536.png,25,25,25,25,OK,,,,25.0
07537.png,38,38,38,38,OK,,,,38.0
07538.png,8,8,8,8,OK,,,,8.0
07540.png,39,39,39,39,OK,,,,39.0
07543.png,4,4,4,4,OK,,,,4.0
07544.png,4,4,4,4,OK,,,,4.0
07547.png,4,4,4,4,OK,,,,4.0
07549.png,25,25,25,25,OK,,,,25.0
07551.png,5,5,5,5,OK,,,,5.0
07553.png,27,27,27,28,KO,,,,27.0
07556.png,38,38,38,38,OK,,,,38.0
07557.png,11,11,11,11,OK,,,,11.0
07558.png,4,4,4,4,OK,,,,4.0
07560.png,9,9,9,9,OK,,,,9.0
07561.png,4,4,4,4,OK,,,,4.0
07563.png,25,25,25,25,OK,,,,25.0
07564.png,4,4,4,4,OK,,,,4.0
07567.png,13,13,13,13,OK,,,,13.0
07571.png,21,21,21,21,OK,,,,21.0
07573.png,10,10,10,10,OK,,,,10.0
07574.png,5,5,5,5,OK,,,,5.0
07575.png,42,42,42,42,OK,,,,42.0
07576.png,13,13,13,13,OK,,,,13.0
07577.png,4,4,4,4,OK,,,,4.0
07580.png,3,3,3,3,OK,,,,3.0
07581.png,13,13,13,13,OK,,,,13.0
07582.png,19,19,19,19,OK,,,,19.0
07584.png,3,3,3,3,OK,,,,3.0
07585.png,4,4,4,4,OK,,,,4.0
07587.png,5,5,5,5,OK,,,,5.0
07588.png,31,31,31,31,OK,,,,31.0
07589.png,13,13,13,13,OK,,,,13.0
07590.png,25,25,25,25,OK,,,,25.0
07594.png,39,39,39,39,OK,,,,39.0
07595.png,38,38,38,38,OK,,,,38.0
07597.png,31,31,31,31,OK,,,,31.0
07598.png,38,38,38,38,OK,,,,38.0
07599.png,38,38,38,38,OK,,,,38.0
07600.png,3,3,3,3,OK,,,,3.0
07601.png,13,13,13,13,OK,,,,13.0
07604.png,10,10,10,10,OK,,,,10.0
07605.png,11,11,11,11,OK,,,,11.0
07606.png,38,38,38,38,OK,,,,38.0
07607.png,7,7,7,7,OK,,,,7.0
07609.png,33,33,33,33,OK,,,,33.0
07610.png,10,10,10,10,OK,,,,10.0
07613.png,3,3,3,3,OK,,,,3.0
07614.png,3,3,3,3,OK,,,,3.0
07615.png,13,13,13,13,OK,,,,13.0
07618.png,31,31,31,31,OK,,,,31.0
07619.png,38,38,38,38,OK,,,,38.0
07622.png,9,9,9,9,OK,,,,9.0
07624.png,8,8,8,8,OK,,,,8.0
07625.png,31,31,31,31,OK,,,,31.0
07626.png,3,3,3,3,OK,,,,3.0
07627.png,31,31,31,31,OK,,,,31.0
07628.png,33,33,33,33,OK,,,,33.0
07633.png,30,30,30,30,OK,,,,11.0
07634.png,4,4,4,4,OK,,,,4.0
07636.png,38,38,38,38,OK,,,,38.0
07641.png,9,9,9,9,OK,,,,9.0
07642.png,10,10,10,10,OK,,,,10.0
07643.png,4,4,4,4,OK,,,,4.0
07645.png,25,25,25,25,OK,,,,25.0
07646.png,31,31,31,31,OK,,,,31.0
07647.png,25,25,25,25,OK,,,,25.0
07649.png,13,13,13,13,OK,,,,13.0
07651.png,3,3,3,3,OK,,,,3.0
07652.png,31,31,31,31,OK,,,,31.0
07653.png,33,33,33,33,OK,,,,33.0
07656.png,15,15,15,15,OK,,,,15.0
07657.png,4,4,4,4,OK,,,,4.0
07659.png,8,8,8,8,OK,,,,8.0
07660.png,38,38,38,38,OK,,,,38.0
07661.png,33,33,33,33,OK,,,,33.0
07662.png,31,31,31,31,OK,,,,31.0
07663.png,38,38,38,38,OK,,,,38.0
07667.png,31,31,31,31,OK,,,,31.0
07668.png,10,10,10,10,OK,,,,10.0
07670.png,5,5,5,5,OK,,,,5.0
07671.png,5,5,5,5,OK,,,,5.0
07672.png,4,4,4,4,OK,,,,4.0
07673.png,38,38,38,38,OK,,,,38.0
07675.png,7,7,7,7,OK,,,,7.0
07676.png,21,21,21,21,OK,,,,21.0
07677.png,31,31,31,31,OK,,,,31.0
07679.png,8,8,8,8,OK,,,,8.0
07680.png,25,25,25,25,OK,,,,25.0
07681.png,4,4,4,4,OK,,,,4.0
07683.png,7,7,7,7,OK,,,,7.0
07690.png,7,7,7,7,OK,,,,7.0
07692.png,25,25,25,25,OK,,,,25.0
07697.png,29,29,29,29,OK,,,,29.0
07698.png,8,8,8,8,OK,,,,8.0
07699.png,9,9,9,9,OK,,,,9.0
07701.png,5,5,5,5,OK,,,,5.0
07704.png,10,10,10,10,OK,,,,10.0
07707.png,4,4,4,4,OK,,,,4.0
07709.png,4,4,4,4,OK,,,,4.0
07710.png,25,25,25,25,OK,,,,25.0
07711.png,7,7,7,7,OK,,,,7.0
07712.png,0,0,0,0,OK,,,,0.0
07714.png,25,25,25,25,OK,,,,25.0
07715.png,20,20,20,20,OK,,,,20.0
07717.png,11,11,11,11,OK,,,,11.0
07718.png,9,9,9,9,OK,,,,9.0
07719.png,5,5,5,5,OK,,,,5.0
07720.png,27,27,27,27,OK,,,,27.0
07722.png,4,4,4,4,OK,,,,4.0
07723.png,5,5,5,5,OK,,,,5.0
07726.png,4,4,4,4,OK,,,,4.0
07728.png,9,9,9,9,OK,,,,9.0
07729.png,3,3,3,3,OK,,,,3.0
07730.png,5,5,5,5,OK,,,,5.0
07733.png,11,11,11,11,OK,,,,11.0
07735.png,10,10,10,10,OK,,,,10.0
07737.png,20,20,20,20,OK,,,,20.0
07741.png,20,20,20,20,OK,,,,20.0
07742.png,25,25,25,25,OK,,,,25.0
07744.png,5,5,5,5,OK,,,,5.0
07746.png,8,8,8,8,OK,,,,8.0
07748.png,11,11,11,11,OK,,,,11.0
07749.png,7,7,7,7,OK,,,,7.0
07750.png,3,3,3,3,OK,,,,3.0
07751.png,10,10,10,10,OK,,,,10.0
07752.png,10,10,10,10,OK,,,,10.0
07755.png,7,7,7,7,OK,,,,7.0
07756.png,8,8,8,8,OK,,,,8.0
07761.png,9,9,9,9,OK,,,,9.0
07762.png,4,4,4,4,OK,,,,4.0
07763.png,39,39,39,39,OK,,,,39.0
07764.png,10,10,10,10,OK,,,,10.0
07770.png,9,9,9,9,OK,,,,9.0
07771.png,8,8,8,8,OK,,,,8.0
07773.png,11,11,11,11,OK,,,,11.0
07774.png,3,3,3,3,OK,,,,3.0
07777.png,8,8,8,8,OK,,,,8.0
07778.png,7,7,7,7,OK,,,,7.0
07782.png,8,8,8,8,OK,,,,8.0
07785.png,33,33,33,33,OK,,,,33.0
07786.png,31,31,31,31,OK,,,,31.0
07787.png,9,9,9,9,OK,,,,9.0
07791.png,9,9,9,9,OK,,,,9.0
07795.png,4,4,4,4,OK,,,,4.0
07796.png,8,8,8,8,OK,,,,8.0
07798.png,37,37,37,37,OK,,,,37.0
07799.png,8,8,8,8,OK,,,,8.0
07803.png,11,11,11,11,OK,,,,11.0
07808.png,8,8,8,8,OK,,,,8.0
07809.png,31,31,31,31,OK,,,,31.0
07810.png,7,7,7,7,OK,,,,7.0
07812.png,5,5,5,5,OK,,,,5.0
07813.png,7,7,7,7,OK,,,,7.0
07814.png,31,31,31,31,OK,,,,31.0
07815.png,9,9,9,9,OK,,,,9.0
07816.png,10,10,10,10,OK,,,,10.0
07818.png,8,8,8,8,OK,,,,8.0
07820.png,10,10,10,10,OK,,,,10.0
07821.png,5,5,5,5,OK,,,,5.0
07822.png,5,5,5,5,OK,,,,5.0
07823.png,25,25,25,25,OK,,,,25.0
07824.png,24,24,24,24,OK,,,,24.0
07825.png,14,14,14,14,OK,,,,14.0
07829.png,4,4,4,4,OK,,,,4.0
07831.png,4,4,4,4,OK,,,,4.0
07832.png,7,7,7,7,OK,,,,7.0
07833.png,39,39,39,39,OK,,,,39.0
07835.png,5,5,5,5,OK,,,,5.0
07837.png,3,3,3,3,OK,,,,3.0
07839.png,31,31,31,31,OK,,,,31.0
07840.png,25,25,25,25,OK,,,,25.0
07841.png,3,3,3,3,OK,,,,3.0
07842.png,5,5,5,5,OK,,,,5.0
07843.png,10,10,10,10,OK,,,,10.0
07845.png,42,42,42,42,OK,,,,42.0
07846.png,7,7,7,7,OK,,,,7.0
07847.png,25,25,25,25,OK,,,,25.0
07849.png,8,8,8,8,OK,,,,8.0
07851.png,5,5,5,5,OK,,,,5.0
07858.png,33,33,33,33,OK,,,,33.0
07860.png,4,4,4,4,OK,,,,4.0
07861.png,5,5,5,5,OK,,,,5.0
07862.png,5,5,5,5,OK,,,,5.0
07863.png,11,11,11,11,OK,,,,11.0
07864.png,25,25,25,25,OK,,,,25.0
07865.png,10,10,10,10,OK,,,,10.0
07866.png,7,7,7,7,OK,,,,7.0
07867.png,4,4,4,4,OK,,,,4.0
07870.png,8,8,8,8,OK,,,,8.0
07871.png,4,4,4,4,OK,,,,4.0
07874.png,14,14,14,14,OK,,,,14.0
07877.png,37,37,37,37,OK,,,,37.0
07879.png,5,5,5,5,OK,,,,5.0
07885.png,20,20,20,20,OK,,,,20.0
07888.png,14,14,14,14,OK,,,,14.0
07892.png,25,25,25,25,OK,,,,25.0
07896.png,5,5,5,5,OK,,,,5.0
07897.png,25,25,25,25,OK,,,,25.0
07898.png,5,5,5,5,OK,,,,5.0
07901.png,4,4,4,4,OK,,,,4.0
07902.png,4,4,4,4,OK,,,,4.0
07905.png,3,3,3,3,OK,,,,3.0
07906.png,5,5,5,5,OK,,,,5.0
07910.png,21,21,21,21,OK,,,,21.0
07914.png,4,4,4,4,OK,,,,4.0
07919.png,31,31,31,31,OK,,,,31.0
07920.png,11,11,11,11,OK,,,,11.0
07922.png,14,14,14,14,OK,,,,14.0
07923.png,32,32,32,32,OK,,,,32.0
07925.png,37,37,37,37,OK,,,,37.0
07926.png,5,5,5,5,OK,,,,5.0
07929.png,15,15,15,15,OK,,,,15.0
07931.png,25,25,25,25,OK,,,,25.0
07932.png,5,5,5,5,OK,,,,5.0
07934.png,25,25,25,25,OK,,,,25.0
07937.png,5,5,5,5,OK,,,,5.0
07938.png,33,33,33,33,OK,,,,33.0
07942.png,15,15,15,15,OK,,,,15.0
07944.png,7,7,7,7,OK,,,,7.0
07949.png,42,42,42,42,OK,,,,42.0
07950.png,11,11,11,11,OK,,,,11.0
07955.png,37,37,37,37,OK,,,,37.0
07957.png,4,8,8,8,KO,,,,8.0
07958.png,7,7,7,7,OK,,,,7.0
07959.png,5,5,5,5,OK,,,,5.0
07961.png,14,14,14,14,OK,,,,14.0
07962.png,3,3,3,3,OK,,,,3.0
07965.png,15,15,15,15,OK,,,,15.0
07966.png,25,25,25,25,OK,,,,25.0
07967.png,8,8,8,8,OK,,,,8.0
07968.png,3,3,3,3,OK,,,,3.0
07970.png,9,9,9,9,OK,,,,9.0
07972.png,3,3,3,3,OK,,,,3.0
07975.png,4,4,4,4,OK,,,,4.0
07976.png,9,9,9,9,OK,,,,9.0
07981.png,25,25,25,25,OK,,,,25.0
07985.png,24,24,24,24,OK,,,,24.0
07986.png,5,5,5,5,OK,,,,5.0
07987.png,19,19,19,19,OK,,,,19.0
07990.png,7,7,7,7,OK,,,,7.0
07991.png,11,11,11,11,OK,,,,11.0
07992.png,11,11,11,11,OK,,,,11.0
07993.png,11,11,11,11,OK,,,,11.0
07994.png,3,3,3,3,OK,,,,3.0
07998.png,4,4,4,4,OK,,,,4.0
08000.png,32,32,32,32,OK,,,,32.0
08001.png,5,5,5,5,OK,,,,5.0
08002.png,4,4,4,4,OK,,,,4.0
08004.png,7,7,7,7,OK,,,,7.0
08006.png,20,20,20,20,OK,,,,20.0
08009.png,21,21,21,21,OK,,,,21.0
08012.png,25,25,25,25,OK,,,,25.0
08013.png,21,21,21,21,OK,,,,21.0
08014.png,4,4,4,4,OK,,,,4.0
08016.png,7,7,7,7,OK,,,,7.0
08022.png,7,7,7,7,OK,,,,7.0
08023.png,9,9,9,9,OK,,,,9.0
08028.png,3,3,3,3,OK,,,,3.0
08032.png,7,7,7,7,OK,,,,7.0
08033.png,9,9,9,9,OK,,,,9.0
08034.png,9,9,9,9,OK,,,,9.0
08035.png,9,9,9,9,OK,,,,9.0
08036.png,21,21,21,21,OK,,,,21.0
08038.png,31,31,31,31,OK,,,,31.0
08042.png,27,27,27,27,OK,,,,27.0
08043.png,31,31,31,31,OK,,,,31.0
08044.png,25,25,25,25,OK,,,,25.0
08046.png,11,11,11,11,OK,,,,11.0
08047.png,24,24,24,24,OK,,,,24.0
08048.png,8,8,8,8,OK,,,,8.0
08050.png,9,9,9,9,OK,,,,9.0
08051.png,3,3,3,3,OK,,,,3.0
08056.png,39,39,39,39,OK,,,,39.0
08066.png,9,9,9,9,OK,,,,9.0
08076.png,24,24,24,24,OK,,,,24.0
08077.png,3,3,3,3,OK,,,,3.0
08081.png,9,9,9,9,OK,,,,9.0
08082.png,8,8,8,8,OK,,,,8.0
08085.png,7,7,7,7,OK,,,,7.0
08086.png,9,9,9,9,OK,,,,9.0
08087.png,9,9,9,9,OK,,,,9.0
08090.png,33,33,33,33,OK,,,,33.0
08093.png,5,5,5,5,OK,,,,5.0
08094.png,5,5,5,5,OK,,,,5.0
08095.png,3,3,3,3,OK,,,,3.0
08102.png,11,11,11,11,OK,,,,11.0
08104.png,32,32,32,32,OK,,,,32.0
08108.png,11,11,11,11,OK,,,,11.0
08110.png,4,4,4,4,OK,,,,4.0
08117.png,4,4,4,4,OK,,,,4.0
08118.png,21,21,21,21,OK,,,,21.0
08120.png,3,3,3,3,OK,,,,3.0
08128.png,7,7,7,7,OK,,,,7.0
08130.png,25,25,25,25,OK,,,,25.0
08132.png,8,8,8,8,OK,,,,8.0
08133.png,27,27,27,27,OK,,,,27.0
08134.png,4,4,4,4,OK,,,,4.0
08135.png,41,41,41,41,OK,,,,41.0
08136.png,7,7,7,7,OK,,,,7.0
08137.png,3,3,3,3,OK,,,,3.0
08138.png,15,15,15,15,OK,,,,15.0
08139.png,9,9,9,9,OK,,,,9.0
08141.png,7,7,7,7,OK,,,,7.0
08142.png,32,32,32,32,OK,,,,32.0
08143.png,14,14,14,14,OK,,,,14.0
08145.png,9,9,9,9,OK,,,,9.0
08152.png,7,7,7,7,OK,,,,7.0
08155.png,8,8,8,8,OK,,,,8.0
08156.png,3,3,3,3,OK,,,,3.0
08157.png,11,11,11,11,OK,,,,11.0
08158.png,7,7,7,7,OK,,,,7.0
08160.png,5,5,5,5,OK,,,,5.0
08161.png,4,4,4,4,OK,,,,4.0
08162.png,33,33,33,33,OK,,,,33.0
08165.png,4,4,4,4,OK,,,,4.0
08166.png,25,25,25,25,OK,,,,25.0
08167.png,25,25,25,25,OK,,,,25.0
08168.png,37,37,37,37,OK,,,,37.0
08171.png,15,15,15,15,OK,,,,15.0
08173.png,11,11,11,11,OK,,,,11.0
08174.png,5,5,5,5,OK,,,,5.0
08184.png,19,19,19,19,OK,,,,19.0
08190.png,5,5,5,5,OK,,,,5.0
08191.png,5,5,5,5,OK,,,,5.0
08192.png,9,9,9,9,OK,,,,9.0
08196.png,3,3,3,3,OK,,,,3.0
08198.png,3,3,3,3,OK,,,,3.0
08200.png,4,4,4,4,OK,,,,4.0
08205.png,42,42,42,42,OK,,,,42.0
08207.png,7,7,7,7,OK,,,,7.0
08209.png,3,3,3,3,OK,,,,3.0
08210.png,19,19,19,19,OK,,,,19.0
08214.png,9,9,9,9,OK,,,,9.0
08217.png,33,33,33,33,OK,,,,33.0
08218.png,15,15,15,15,OK,,,,15.0
08224.png,4,4,4,4,OK,,,,4.0
08226.png,31,31,31,31,OK,,,,31.0
08228.png,31,31,31,31,OK,,,,31.0
08233.png,9,9,9,9,OK,,,,9.0
08235.png,31,31,31,31,OK,,,,31.0
08239.png,8,8,8,8,OK,,,,8.0
08243.png,7,7,7,7,OK,,,,7.0
08246.png,7,7,7,7,OK,,,,7.0
08249.png,8,8,8,8,OK,,,,8.0
08251.png,9,9,9,9,OK,,,,9.0
08252.png,9,9,9,9,OK,,,,9.0
08254.png,41,41,41,41,OK,,,,41.0
08258.png,33,33,33,33,OK,,,,33.0
08265.png,11,11,11,11,OK,,,,11.0
08267.png,7,7,7,7,OK,,,,7.0
08269.png,14,14,14,14,OK,,,,14.0
08271.png,8,8,8,8,OK,,,,8.0
08273.png,7,7,7,7,OK,,,,7.0
08274.png,9,9,9,9,OK,,,,9.0
08275.png,11,11,11,11,OK,,,,11.0
08278.png,5,8,8,5,KO,,,,8.0
08281.png,3,3,3,3,OK,,,,3.0
08283.png,31,31,31,31,OK,,,,31.0
08290.png,14,14,14,14,OK,,,,14.0
08296.png,11,11,11,11,OK,,,,11.0
08297.png,11,11,11,11,OK,,,,11.0
08299.png,21,21,21,21,OK,,,,21.0
08301.png,25,25,25,25,OK,,,,25.0
08310.png,3,3,3,3,OK,,,,3.0
08317.png,11,11,11,11,OK,,,,11.0
08318.png,9,9,9,9,OK,,,,9.0
08321.png,3,3,3,3,OK,,,,3.0
08326.png,25,25,25,25,OK,,,,25.0
08328.png,15,15,15,15,OK,,,,15.0
08332.png,31,31,31,31,OK,,,,31.0
08337.png,39,39,39,39,OK,,,,39.0
08339.png,11,11,11,11,OK,,,,11.0
08340.png,31,31,31,31,OK,,,,31.0
08343.png,25,25,25,25,OK,,,,25.0
08345.png,7,7,7,7,OK,,,,7.0
08350.png,9,9,9,9,OK,,,,9.0
08352.png,21,21,21,21,OK,,,,21.0
08355.png,31,31,31,31,OK,,,,31.0
08356.png,9,9,9,9,OK,,,,9.0
08357.png,33,33,33,33,OK,,,,33.0
08358.png,31,31,31,31,OK,,,,31.0
08361.png,20,20,20,20,OK,,,,20.0
08362.png,31,31,31,31,OK,,,,31.0
08364.png,25,25,25,25,OK,,,,25.0
08370.png,11,11,11,11,OK,,,,11.0
08372.png,33,33,33,33,OK,,,,33.0
08374.png,9,9,9,9,OK,,,,9.0
08375.png,20,20,20,20,OK,,,,20.0
08377.png,25,25,25,25,OK,,,,25.0
08379.png,9,9,9,9,OK,,,,9.0
08381.png,8,8,8,8,OK,,,,8.0
08382.png,39,39,39,39,OK,,,,39.0
08384.png,9,9,9,9,OK,,,,9.0
08387.png,8,8,8,8,OK,,,,8.0
08388.png,25,25,25,25,OK,,,,25.0
08390.png,3,3,3,3,OK,,,,3.0
08393.png,3,3,3,3,OK,,,,3.0
08395.png,25,25,25,25,OK,,,,25.0
08398.png,19,19,19,19,OK,,,,19.0
08400.png,25,25,25,25,OK,,,,25.0
08403.png,39,39,39,39,OK,,,,39.0
08407.png,3,3,3,3,OK,,,,3.0
08409.png,8,8,8,8,OK,,,,8.0
08415.png,9,9,9,9,OK,,,,9.0
08422.png,27,27,27,27,OK,,,,27.0
08423.png,39,39,39,39,OK,,,,39.0
08424.png,37,37,37,37,OK,,,,37.0
08426.png,3,3,3,3,OK,,,,3.0
08427.png,15,15,15,15,OK,,,,13.0
08428.png,24,24,24,24,OK,,,,24.0
08435.png,31,31,31,31,OK,,,,31.0
08437.png,11,11,11,11,OK,,,,11.0
08438.png,15,15,15,15,OK,,,,15.0
08439.png,15,15,15,15,OK,,,,15.0
08441.png,7,7,7,7,OK,,,,7.0
08445.png,7,7,7,7,OK,,,,7.0
08446.png,11,11,11,11,OK,,,,11.0
08447.png,21,21,21,21,OK,,,,21.0
08448.png,14,14,14,14,OK,,,,14.0
08449.png,24,24,24,24,OK,,,,24.0
08452.png,20,20,20,20,OK,,,,20.0
08454.png,9,9,9,9,OK,,,,9.0
08456.png,41,41,41,41,OK,,,,41.0
08460.png,21,21,21,21,OK,,,,21.0
08462.png,20,20,20,20,OK,,,,20.0
08465.png,25,25,25,25,OK,,,,25.0
08466.png,9,9,9,9,OK,,,,9.0
08468.png,3,3,3,3,OK,,,,3.0
08472.png,8,8,8,8,OK,,,,8.0
08473.png,7,7,7,7,OK,,,,7.0
08474.png,9,9,9,9,OK,,,,9.0
08475.png,14,14,14,14,OK,,,,14.0
08476.png,14,14,14,14,OK,,,,14.0
08477.png,14,14,14,14,OK,,,,14.0
08478.png,7,7,7,7,OK,,,,7.0
08482.png,11,11,11,11,OK,,,,11.0
08484.png,33,33,33,33,OK,,,,33.0
08485.png,11,11,11,11,OK,,,,11.0
08488.png,11,11,11,11,OK,,,,11.0
08493.png,7,7,7,7,OK,,,,7.0
08502.png,15,15,15,15,OK,,,,15.0
08504.png,9,9,9,9,OK,,,,9.0
08505.png,37,37,37,37,OK,,,,37.0
08515.png,7,7,7,7,OK,,,,7.0
08516.png,11,11,11,11,OK,,,,11.0
08518.png,7,7,7,7,OK,,,,7.0
08522.png,9,9,9,9,OK,,,,9.0
08524.png,7,7,7,7,OK,,,,7.0
08525.png,39,39,39,39,OK,,,,39.0
08526.png,7,7,7,7,OK,,,,7.0
08527.png,25,25,25,25,OK,,,,25.0
08529.png,25,25,25,25,OK,,,,25.0
08530.png,15,15,15,15,OK,,,,15.0
08540.png,8,8,8,8,OK,,,,8.0
08544.png,39,39,39,39,OK,,,,39.0
08548.png,14,14,14,14,OK,,,,14.0
08552.png,3,3,3,3,OK,,,,3.0
08564.png,8,8,8,8,OK,,,,8.0
08567.png,8,8,8,8,OK,,,,8.0
08573.png,14,14,14,14,OK,,,,14.0
08574.png,27,27,27,27,OK,,,,27.0
08581.png,31,31,31,31,OK,,,,31.0
08583.png,7,7,7,7,OK,,,,7.0
08584.png,11,11,11,11,OK,,,,11.0
08585.png,27,27,27,28,KO,,,,27.0
08586.png,14,14,14,14,OK,,,,14.0
08588.png,31,31,31,31,OK,,,,31.0
08593.png,11,11,11,11,OK,,,,11.0
08597.png,8,8,8,8,OK,,,,8.0
08599.png,24,24,24,24,OK,,,,24.0
08602.png,3,3,3,3,OK,,,,3.0
08606.png,8,8,8,8,OK,,,,8.0
08607.png,14,14,14,14,OK,,,,14.0
08613.png,31,31,31,31,OK,,,,31.0
08618.png,8,8,8,8,OK,,,,8.0
08620.png,31,31,31,31,OK,,,,31.0
08626.png,15,15,15,15,OK,,,,15.0
08627.png,7,7,7,7,OK,,,,7.0
08628.png,14,14,14,14,OK,,,,14.0
08630.png,15,15,15,15,OK,,,,15.0
08639.png,9,9,9,9,OK,,,,9.0
08642.png,9,9,9,9,OK,,,,9.0
08645.png,9,9,9,9,OK,,,,9.0
08646.png,8,8,8,8,OK,,,,8.0
08655.png,8,8,8,8,OK,,,,8.0
08657.png,31,31,31,31,OK,,,,31.0
08659.png,8,8,8,8,OK,,,,8.0
08660.png,19,19,19,19,OK,,,,19.0
08664.png,11,11,11,11,OK,,,,11.0
08672.png,14,14,14,14,OK,,,,14.0
08674.png,9,9,9,9,OK,,,,9.0
